		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	Hum		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	2nd	ET 	Samp	Tx 	Recept	Int.
11/06/16	15:50	9.4	9.4	9.3	67	3.6	2.2	SW	1.34	6.3	S	8.3	9.2	8.1	---	770.9	0.00	0.0	287	4.11	299	0.3	0.02	0.5	0.062	0.000	10.2	70	5.0	10.0	---	0.00	234	1	100.0	10
11/06/16	16:00	9.3	9.4	9.3	67	3.5	2.7	SW	1.61	6.3	WSW	7.8	9.0	7.6	---	771.1	0.00	0.0	258	3.70	272	0.0	0.00	0.0	0.063	0.000	10.1	69	4.6	9.8	---	0.18	234	1	100.0	10
11/06/16	16:10	9.1	9.3	9.1	69	3.7	2.2	SW	1.34	7.6	SW	7.9	8.8	7.7	---	771.1	0.00	0.0	231	3.31	243	0.0	0.00	0.0	0.064	0.000	10.0	70	4.8	9.8	---	0.00	234	1	100.0	10
11/06/16	16:20	9.2	9.2	9.1	68	3.6	1.3	SSW	0.80	4.9	S	8.9	8.9	8.6	---	771.2	0.00	0.0	202	2.90	216	0.0	0.00	0.0	0.064	0.000	9.8	71	4.8	9.6	---	0.00	234	1	100.0	10
11/06/16	16:30	8.8	9.2	8.8	68	3.2	2.2	SW	1.34	6.7	SSE	7.6	8.4	7.3	---	771.3	0.00	0.0	167	2.39	185	0.0	0.00	0.0	0.066	0.000	9.7	71	4.7	9.5	---	0.00	233	1	100.0	10
11/06/16	16:40	8.6	8.8	8.6	69	3.2	2.7	SW	1.61	6.7	SSE	7.0	8.3	6.7	---	771.2	0.00	0.0	132	1.89	146	0.0	0.00	0.0	0.068	0.000	9.6	70	4.4	9.4	---	0.00	232	1	100.0	10
11/06/16	16:50	8.3	8.6	8.3	70	3.2	2.7	SW	1.61	5.8	SSW	6.7	8.1	6.4	---	771.3	0.00	0.0	96	1.38	113	0.0	0.00	0.0	0.069	0.000	9.4	70	4.2	9.2	---	0.00	235	1	100.0	10
11/06/16	17:00	8.1	8.3	8.1	72	3.4	2.2	SW	1.34	4.5	SW	6.8	7.9	6.6	---	771.2	0.00	0.0	64	0.92	77	0.0	0.00	0.0	0.071	0.000	9.3	71	4.3	9.1	---	0.10	233	1	100.0	10
11/06/16	17:10	7.8	8.1	7.8	72	3.1	1.8	SSW	1.07	4.5	SW	6.8	7.6	6.6	---	771.2	0.00	0.0	37	0.53	49	0.0	0.00	0.0	0.073	0.000	9.1	73	4.5	8.9	---	0.00	233	1	100.0	10
11/06/16	17:20	7.5	7.8	7.5	73	3.0	1.8	SSW	1.07	4.0	SSE	6.5	7.3	6.3	---	771.1	0.00	0.0	19	0.27	26	0.0	0.00	0.0	0.075	0.000	8.9	74	4.6	8.8	---	0.00	234	1	100.0	10
11/06/16	17:30	7.1	7.5	7.1	74	2.7	2.2	SSW	1.34	5.8	SW	5.6	6.8	5.3	---	771.2	0.00	0.0	11	0.16	12	0.0	0.00	0.0	0.078	0.000	8.8	74	4.4	8.6	---	0.00	233	1	100.0	10
11/06/16	17:40	6.8	7.1	6.8	74	2.5	2.7	SW	1.61	6.3	SSW	4.8	6.6	4.6	---	771.1	0.00	0.0	6	0.09	9	0.0	0.00	0.0	0.080	0.000	8.6	74	4.2	8.4	---	0.00	233	1	100.0	10
11/06/16	17:50	6.6	6.8	6.6	74	2.3	3.1	SW	1.88	7.6	S	4.4	6.4	4.2	---	771.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.081	0.000	8.4	74	4.1	8.3	---	0.00	233	1	100.0	10
11/06/16	18:00	6.4	6.6	6.4	74	2.1	3.1	SW	1.88	6.7	SSW	4.2	6.2	3.9	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.083	0.000	8.2	74	3.8	7.9	---	0.03	233	1	100.0	10
11/06/16	18:10	6.2	6.4	6.2	75	2.1	3.1	SW	1.88	5.8	SW	3.8	5.9	3.6	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.084	0.000	7.8	72	3.1	7.6	---	0.00	234	1	100.0	10
11/06/16	18:20	6.0	6.2	6.0	76	2.1	2.7	SW	1.61	4.9	SSW	3.9	5.8	3.7	---	771.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.086	0.000	7.4	74	3.1	7.2	---	0.00	234	1	100.0	10
11/06/16	18:30	6.0	6.1	6.0	75	1.9	2.7	SW	1.61	5.8	SSW	3.9	5.8	3.7	---	771.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.086	0.000	7.4	74	3.1	7.2	---	0.00	231	1	100.0	10
11/06/16	18:40	5.9	6.1	5.9	75	1.8	3.1	SW	1.88	7.2	SSW	3.6	5.7	3.3	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.086	0.000	7.2	75	3.1	7.0	---	0.00	234	1	100.0	10
11/06/16	18:50	5.9	5.9	5.9	74	1.6	3.6	SW	2.15	6.7	WSW	3.2	5.7	2.9	---	771.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.086	0.000	7.1	74	2.8	6.9	---	0.00	234	1	100.0	10
11/06/16	19:00	5.7	5.9	5.7	75	1.6	4.0	SW	2.41	7.6	WSW	2.6	5.4	2.4	---	771.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.088	0.000	7.1	75	2.9	6.8	---	0.03	234	1	100.0	10
11/06/16	19:10	5.2	5.7	5.2	77	1.5	3.6	SW	2.15	5.8	WSW	2.3	4.9	2.1	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.091	0.000	6.9	75	2.8	6.7	---	0.00	233	1	100.0	10
11/06/16	19:20	4.9	5.2	4.9	78	1.4	3.1	SW	1.88	5.8	WSW	2.3	4.8	2.2	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	6.7	75	2.6	6.5	---	0.00	234	1	100.0	10
11/06/16	19:30	5.0	5.0	4.9	78	1.5	2.7	SSW	1.61	5.8	SW	2.7	4.8	2.6	---	771.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	6.7	76	2.7	6.4	---	0.00	234	1	100.0	10
11/06/16	19:40	5.1	5.1	5.0	78	1.6	2.2	SW	1.34	5.4	SW	3.2	4.9	3.1	---	771.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.092	0.000	6.5	76	2.6	6.3	---	0.00	234	1	100.0	10
11/06/16	19:50	5.1	5.1	5.1	78	1.5	2.7	SW	1.61	5.4	SSW	2.8	4.9	2.6	---	771.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.092	0.000	6.4	76	2.5	6.2	---	0.00	233	1	100.0	10
11/06/16	20:00	5.1	5.1	5.1	78	1.5	3.1	SW	1.88	6.7	SW	2.4	4.9	2.3	---	771.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.092	0.000	6.3	76	2.4	6.1	---	0.03	233	1	100.0	10
11/06/16	20:10	5.0	5.1	4.9	78	1.5	2.7	SW	1.61	5.4	SW	2.7	4.8	2.6	---	771.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	6.2	77	2.5	6.0	---	0.00	234	1	100.0	10
11/06/16	20:20	4.9	5.0	4.9	78	1.4	3.1	SW	1.88	7.2	SSW	2.3	4.8	2.2	---	771.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	6.1	77	2.4	5.9	---	0.00	234	1	100.0	10
11/06/16	20:30	5.0	5.1	4.9	77	1.3	3.1	SW	1.88	6.3	W	2.4	4.8	2.2	---	771.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	6.0	77	2.3	5.8	---	0.00	234	1	100.0	10
11/06/16	20:40	5.0	5.1	5.0	77	1.3	3.1	SW	1.88	5.8	SW	2.4	4.8	2.2	---	771.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	6.0	77	2.3	5.8	---	0.00	234	1	100.0	10
11/06/16	20:50	5.1	5.1	5.0	76	1.2	3.6	SW	2.15	7.2	SW	2.2	4.8	1.9	---	771.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.092	0.000	5.9	77	2.2	5.7	---	0.00	206	1	90.4	10
11/06/16	21:00	5.1	5.1	5.1	74	0.9	3.1	SW	1.88	7.2	WSW	2.5	4.9	2.3	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.092	0.000	5.8	77	2.1	5.6	---	0.03	234	1	100.0	10
11/06/16	21:10	5.1	5.2	5.1	74	0.9	3.1	SW	1.88	7.6	SW	2.5	4.9	2.3	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.092	0.000	5.8	77	2.1	5.6	---	0.00	234	1	100.0	10
11/06/16	21:20	5.1	5.1	5.1	73	0.6	2.7	SSW	1.61	5.8	SSW	2.8	4.8	2.5	---	772.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.092	0.000	5.7	77	1.9	5.4	---	0.00	233	1	100.0	10
11/06/16	21:30	4.9	5.1	4.9	73	0.5	2.7	SSW	1.61	7.6	SSW	2.7	4.7	2.4	---	772.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	5.6	76	1.7	5.4	---	0.00	233	1	100.0	10
11/06/16	21:40	4.9	4.9	4.8	72	0.3	1.8	SW	1.07	4.5	SSW	3.5	4.6	3.2	---	772.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	5.6	77	1.8	5.3	---	0.00	234	1	100.0	10
11/06/16	21:50	4.8	4.9	4.8	72	0.2	2.2	SSW	1.34	6.7	SSW	2.9	4.6	2.7	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.094	0.000	5.4	77	1.7	5.2	---	0.00	234	1	100.0	10
11/06/16	22:00	4.8	4.9	4.8	72	0.2	2.2	SSW	1.34	5.4	SSE	2.9	4.6	2.7	---	772.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.094	0.000	5.4	77	1.7	5.2	---	0.03	234	1	100.0	10
11/06/16	22:10	4.8	4.8	4.8	72	0.2	1.8	SW	1.07	4.9	SE	3.3	4.5	3.1	---	772.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.094	0.000	5.4	77	1.7	5.2	---	0.00	234	1	100.0	10
11/06/16	22:20	4.8	4.8	4.7	72	0.2	2.2	SSW	1.34	5.4	WSW	2.9	4.5	2.6	---	772.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.094	0.000	5.3	77	1.6	5.1	---	0.00	233	1	100.0	10
11/06/16	22:30	4.8	4.8	4.8	72	0.2	2.7	SSW	1.61	6.7	SW	2.6	4.6	2.3	---	772.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.094	0.000	5.2	77	1.5	5.0	---	0.00	233	1	100.0	10
11/06/16	22:40	4.9	4.9	4.8	72	0.3	2.7	SW	1.61	7.2	SSW	2.6	4.6	2.3	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	5.1	77	1.4	4.9	---	0.00	231	1	100.0	10
11/06/16	22:50	4.9	4.9	4.8	72	0.3	3.1	SW	1.88	7.6	WSW	2.3	4.7	2.1	---	771.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	5.1	77	1.4	4.9	---	0.00	234	1	100.0	10
11/06/16	23:00	4.9	5.0	4.9	72	0.3	3.1	SW	1.88	7.2	SSW	2.3	4.7	2.1	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	5.1	77	1.4	4.8	---	0.03	233	1	100.0	10
11/06/16	23:10	4.8	4.9	4.8	72	0.2	2.7	SSW	1.61	8.5	SW	2.6	4.6	2.3	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.094	0.000	5.1	77	1.4	4.8	---	0.00	232	1	100.0	10
11/06/16	23:20	4.8	4.9	4.8	73	0.4	3.1	SW	1.88	8.5	SW	2.2	4.6	1.9	---	771.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.094	0.000	5.0	77	1.3	4.8	---	0.00	233	1	100.0	10
11/06/16	23:30	4.8	4.9	4.8	73	0.4	2.7	SW	1.61	6.7	WSW	2.6	4.6	2.3	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.094	0.000	5.0	77	1.3	4.8	---	0.00	234	1	100.0	10
11/06/16	23:40	4.9	4.9	4.8	73	0.5	2.2	SSW	1.34	6.3	WSW	3.0	4.6	2.7	---	771.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	4.9	77	1.2	4.7	---	0.00	234	1	100.0	10
11/06/16	23:50	4.9	4.9	4.8	74	0.6	2.7	SSW	1.61	5.8	WSW	2.6	4.6	2.3	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	4.9	78	1.4	4.7	---	0.00	233	1	100.0	10
12/06/16	00:00	4.8	4.9	4.8	75	0.8	2.2	SSW	1.34	5.8	SSW	2.9	4.6	2.7	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.094	0.000	4.9	78	1.4	4.7	---	0.03	233	1	100.0	10
12/06/16	0:10	4.7	4.8	4.7	76	0.8	2.7	SW	1.61	4.9	SSW	2.3	4.4	2.1	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.095	0.000	4.8	78	1.3	4.6	---	0.00	233	1	100.0	10
12/06/16	0:20	4.8	4.8	4.7	76	0.9	3.1	SW	1.88	7.2	WSW	2.1	4.6	1.9	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.094	0.000	4.8	78	1.3	4.6	---	0.00	233	1	100.0	10
12/06/16	0:30	4.7	4.8	4.7	76	0.8	2.7	SW	1.61	7.2	S	2.4	4.5	2.2	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.095	0.000	4.8	78	1.3	4.6	---	0.00	233	1	100.0	10
12/06/16	0:40	4.7	4.7	4.7	77	1.0	2.2	SW	1.34	5.8	SW	2.7	4.4	2.5	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.095	0.000	4.7	79	1.4	4.6	---	0.00	234	1	100.0	10
12/06/16	0:50	4.7	4.7	4.6	77	1.0	3.1	SW	1.88	6.7	WSW	2.0	4.4	1.8	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.095	0.000	4.7	79	1.4	4.6	---	0.00	234	1	100.0	10
12/06/16	1:00	4.7	4.7	4.7	77	1.0	3.1	SW	1.88	6.7	SW	2.0	4.4	1.8	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.095	0.000	4.7	79	1.4	4.6	---	0.03	234	1	100.0	10
12/06/16	1:10	4.7	4.7	4.7	77	1.0	3.1	SW	1.88	6.7	SSW	2.0	4.4	1.8	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.095	0.000	4.7	79	1.3	4.5	---	0.00	234	1	100.0	10
12/06/16	1:20	4.7	4.7	4.7	76	0.8	2.7	SW	1.61	8.5	S	2.3	4.4	2.1	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.095	0.000	4.7	79	1.3	4.5	---	0.00	233	1	100.0	10
12/06/16	1:30	4.6	4.7	4.6	76	0.7	2.2	SW	1.34	8.0	SW	2.7	4.4	2.4	---	771.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.095	0.000	4.7	79	1.3	4.5	---	0.00	234	1	100.0	10
12/06/16	1:40	4.6	4.7	4.6	77	0.9	2.7	SSW	1.61	7.2	SSW	2.2	4.3	2.0	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.096	0.000	4.6	79	1.2	4.4	---	0.00	232	1	100.0	10
12/06/16	1:50	4.4	4.6	4.4	77	0.8	2.2	SSW	1.34	5.8	SSW	2.5	4.2	2.3	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.096	0.000	4.6	80	1.4	4.4	---	0.00	234	1	100.0	10
12/06/16	2:00	4.4	4.5	4.4	77	0.7	2.7	SW	1.61	6.7	WSW	2.0	4.2	1.8	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.097	0.000	4.5	80	1.3	4.3	---	0.03	235	1	100.0	10
12/06/16	2:10	4.3	4.4	4.3	77	0.6	2.7	SW	1.61	6.3	WSW	1.9	4.1	1.7	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.098	0.000	4.5	80	1.3	4.3	---	0.00	234	1	100.0	10
12/06/16	2:20	4.2	4.3	4.2	77	0.5	2.7	SW	1.61	5.8	SW	1.8	4.0	1.6	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.098	0.000	4.4	80	1.2	4.2	---	0.00	234	1	100.0	10
12/06/16	2:30	4.1	4.2	4.1	77	0.4	2.7	SSW	1.61	6.3	SE	1.7	3.9	1.4	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.099	0.000	4.4	80	1.2	4.2	---	0.00	233	1	100.0	10
12/06/16	2:40	3.9	4.1	3.9	78	0.5	2.2	SSW	1.34	5.4	SW	1.9	3.8	1.7	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.100	0.000	4.3	80	1.2	4.2	---	0.00	233	1	100.0	10
12/06/16	2:50	3.8	3.9	3.8	78	0.3	1.8	SW	1.07	5.8	S	2.2	3.7	2.1	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.101	0.000	4.3	80	1.1	4.1	---	0.00	234	1	100.0	10
12/06/16	3:00	3.9	3.9	3.8	78	0.4	2.7	SSW	1.61	8.0	S	1.4	3.7	1.3	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.100	0.000	4.3	80	1.1	4.1	---	0.03	234	1	100.0	10
12/06/16	3:10	3.8	3.9	3.8	78	0.3	2.7	WSW	1.61	8.0	SW	1.3	3.7	1.2	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.101	0.000	4.2	80	1.0	4.0	---	0.00	234	1	100.0	10
12/06/16	3:20	3.8	3.8	3.8	78	0.3	2.2	SSW	1.34	5.4	S	1.7	3.6	1.6	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.101	0.000	4.2	80	1.0	4.0	---	0.00	234	1	100.0	10
12/06/16	3:30	3.7	3.8	3.7	79	0.4	2.2	SSW	1.34	5.4	ESE	1.6	3.5	1.4	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.102	0.000	4.1	80	1.0	3.9	---	0.00	234	1	100.0	10
12/06/16	3:40	3.6	3.7	3.6	79	0.3	1.8	SW	1.07	5.8	SSE	2.0	3.4	1.8	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.102	0.000	4.1	80	1.0	3.9	---	0.00	234	1	100.0	10
12/06/16	3:50	3.7	3.7	3.6	79	0.4	2.2	SSW	1.34	5.8	SSW	1.6	3.5	1.4	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.102	0.000	4.1	80	1.0	3.9	---	0.00	234	1	100.0	10
