;0LX;0RX;0LY;0RY
348;56.0;56.0;51.80970001220703;51.80970001220703
349;66.0;71.0;51.80970001220703;51.80970001220703
350;73.0;70.0;51.80970001220703;51.80970001220703
351;71.0;63.0;51.80970001220703;51.80970001220703
352;71.0;72.0;51.80970001220703;51.80970001220703
353;81.0;63.0;51.80970001220703;51.80970001220703
354;81.0;64.0;51.80970001220703;51.80970001220703
355;79.0;63.0;51.80970001220703;51.80970001220703
356;74.0;61.0;51.80970001220703;51.80970001220703
357;77.0;65.0;51.80970001220703;51.80970001220703
358;83.0;51.0;51.80970001220703;51.80970001220703
359;71.0;49.0;51.80970001220703;51.80970001220703
360;77.0;64.0;51.80970001220703;51.80970001220703
361;60.0;67.0;51.80970001220703;51.80970001220703
362;98.0;56.0;51.80970001220703;51.80970001220703
363;75.0;63.0;51.80970001220703;51.80970001220703
364;78.0;69.0;51.80970001220703;51.80970001220703
365;85.0;77.0;51.80970001220703;51.80970001220703
366;58.0;67.0;51.80970001220703;51.80970001220703
367;74.0;64.0;51.80970001220703;51.80970001220703
368;74.0;76.0;51.80970001220703;51.80970001220703
369;85.0;71.0;51.80970001220703;51.80970001220703
370;75.0;65.0;51.80970001220703;51.80970001220703
371;74.0;49.0;51.80970001220703;51.80970001220703
372;94.0;58.0;51.80970001220703;51.80970001220703
373;75.0;49.0;51.80970001220703;51.80970001220703
374;72.0;77.0;51.80970001220703;51.80970001220703
375;94.0;61.0;51.80970001220703;51.80970001220703
376;75.0;57.0;51.80970001220703;51.80970001220703
377;69.0;69.0;51.80970001220703;51.80970001220703
378;76.0;55.0;51.80970001220703;51.80970001220703
379;67.0;62.0;51.80970001220703;51.80970001220703
380;77.0;64.0;51.80970001220703;51.80970001220703
381;81.0;58.0;51.80970001220703;51.80970001220703
382;79.0;75.0;51.80970001220703;51.80970001220703
383;89.0;61.0;51.80970001220703;51.80970001220703
384;84.0;47.0;51.80970001220703;51.80970001220703
385;69.0;75.0;51.80970001220703;51.80970001220703
386;75.0;49.0;51.80970001220703;51.80970001220703
387;87.0;68.0;51.80970001220703;51.80970001220703
388;84.0;63.0;51.80970001220703;51.80970001220703
389;57.0;62.0;51.80970001220703;51.80970001220703
390;77.0;58.0;51.80970001220703;51.80970001220703
391;63.0;79.0;51.80970001220703;51.80970001220703
392;76.0;50.0;51.80970001220703;51.80970001220703
393;84.0;61.0;51.80970001220703;51.80970001220703
394;66.0;52.0;51.80970001220703;51.80970001220703
395;83.0;67.0;51.80970001220703;51.80970001220703
396;84.0;56.0;51.80970001220703;51.80970001220703
397;73.0;62.0;51.80970001220703;51.80970001220703
398;76.0;57.0;51.80970001220703;51.80970001220703
399;73.0;62.0;51.80970001220703;51.80970001220703
400;87.0;65.0;43.022499084472656;43.022499084472656
401;102.0;85.0;43.022499084472656;43.022499084472656
402;90.0;60.0;43.022499084472656;43.022499084472656
403;103.0;61.0;43.022499084472656;43.022499084472656
404;86.0;63.0;43.022499084472656;43.022499084472656
405;97.0;70.0;43.022499084472656;43.022499084472656
406;99.0;62.0;43.022499084472656;43.022499084472656
407;77.0;80.0;43.022499084472656;43.022499084472656
408;101.0;64.0;43.022499084472656;43.022499084472656
409;93.0;63.0;43.022499084472656;43.022499084472656
410;84.0;68.0;43.022499084472656;43.022499084472656
411;81.0;83.0;43.022499084472656;43.022499084472656
412;94.0;63.0;43.022499084472656;43.022499084472656
413;109.0;69.0;43.022499084472656;43.022499084472656
414;101.0;78.0;43.022499084472656;43.022499084472656
415;89.0;77.0;43.022499084472656;43.022499084472656
416;82.0;60.0;43.022499084472656;43.022499084472656
417;85.0;56.0;43.022499084472656;43.022499084472656
418;76.0;67.0;43.022499084472656;43.022499084472656
419;89.0;57.0;43.022499084472656;43.022499084472656
420;88.0;73.0;43.022499084472656;43.022499084472656
421;86.0;65.0;43.022499084472656;43.022499084472656
422;89.0;69.0;43.022499084472656;43.022499084472656
423;72.0;67.0;43.022499084472656;43.022499084472656
424;107.0;64.0;43.022499084472656;43.022499084472656
425;87.0;68.0;43.022499084472656;43.022499084472656
426;94.0;74.0;43.022499084472656;43.022499084472656
427;96.0;62.0;43.022499084472656;43.022499084472656
428;100.0;70.0;43.022499084472656;43.022499084472656
429;94.0;65.0;43.022499084472656;43.022499084472656
430;76.0;71.0;43.022499084472656;43.022499084472656
431;87.0;58.0;43.022499084472656;43.022499084472656
432;88.0;61.0;43.022499084472656;43.022499084472656
433;98.0;53.0;43.022499084472656;43.022499084472656
434;77.0;74.0;43.022499084472656;43.022499084472656
435;86.0;56.0;43.022499084472656;43.022499084472656
436;81.0;81.0;43.022499084472656;43.022499084472656
437;93.0;57.0;43.022499084472656;43.022499084472656
438;91.0;101.0;76.93412017822266;76.93412017822266
439;66.0;100.0;76.93412017822266;76.93412017822266
440;88.0;92.0;76.93412017822266;76.93412017822266
441;62.0;79.0;76.93412017822266;76.93412017822266
442;67.0;85.0;76.93412017822266;76.93412017822266
443;66.0;73.0;76.93412017822266;76.93412017822266
444;59.0;87.0;76.93412017822266;76.93412017822266
445;82.0;90.0;76.93412017822266;76.93412017822266
446;76.0;96.0;76.93412017822266;76.93412017822266
447;76.0;100.0;76.93412017822266;76.93412017822266
448;70.0;97.0;76.93412017822266;76.93412017822266
449;77.0;87.0;76.93412017822266;76.93412017822266
450;54.0;109.0;76.93412017822266;76.93412017822266
451;82.0;110.0;76.93412017822266;76.93412017822266
452;67.0;94.0;76.93412017822266;76.93412017822266
453;75.0;96.0;76.93412017822266;76.93412017822266
454;67.0;96.0;76.93412017822266;76.93412017822266
455;60.0;87.0;76.93412017822266;76.93412017822266
456;72.0;96.0;76.93412017822266;76.93412017822266
457;82.0;95.0;76.93412017822266;76.93412017822266
458;67.0;91.0;76.93412017822266;76.93412017822266
459;75.0;79.0;76.93412017822266;76.93412017822266
460;75.0;109.0;76.93412017822266;76.93412017822266
461;85.0;79.0;76.93412017822266;76.93412017822266
462;76.0;80.0;76.93412017822266;76.93412017822266
463;54.0;88.0;76.93412017822266;76.93412017822266
464;79.0;99.0;76.93412017822266;76.93412017822266
465;65.0;95.0;76.93412017822266;76.93412017822266
466;83.0;72.0;76.93412017822266;76.93412017822266
467;65.0;91.0;76.93412017822266;76.93412017822266
468;74.0;88.0;76.93412017822266;76.93412017822266
469;72.0;98.0;76.93412017822266;76.93412017822266
470;86.0;83.0;76.93412017822266;76.93412017822266
471;75.0;102.0;76.93412017822266;76.93412017822266
472;82.0;87.0;76.93412017822266;76.93412017822266
473;75.0;94.0;76.93412017822266;76.93412017822266
474;82.0;97.0;76.93412017822266;76.93412017822266
475;66.0;80.0;76.93412017822266;76.93412017822266
476;73.0;84.0;76.93412017822266;76.93412017822266
477;75.0;99.0;76.93412017822266;76.93412017822266
478;66.0;91.0;76.93412017822266;76.93412017822266
479;69.0;98.0;76.93412017822266;76.93412017822266
480;79.0;91.0;76.93412017822266;76.93412017822266
481;85.0;98.0;76.93412017822266;76.93412017822266
482;60.0;82.0;76.93412017822266;76.93412017822266
483;70.0;95.0;76.93412017822266;76.93412017822266
484;66.0;91.0;76.93412017822266;76.93412017822266
485;59.0;108.0;76.93412017822266;76.93412017822266
486;72.0;89.0;76.93412017822266;76.93412017822266
487;72.0;90.0;76.93412017822266;76.93412017822266
488;73.0;109.0;76.93412017822266;76.93412017822266
489;61.0;85.0;76.93412017822266;76.93412017822266
490;64.0;87.0;76.93412017822266;76.93412017822266
491;85.0;87.0;76.93412017822266;76.93412017822266
492;88.0;94.0;76.93412017822266;76.93412017822266
493;65.0;100.0;76.93412017822266;76.93412017822266
494;68.0;88.0;76.93412017822266;76.93412017822266
495;78.0;95.0;76.93412017822266;76.93412017822266
496;76.0;103.0;76.93412017822266;76.93412017822266
497;66.0;107.0;76.93412017822266;76.93412017822266
498;71.0;115.0;76.93412017822266;76.93412017822266
499;77.0;90.0;76.93412017822266;76.93412017822266
500;66.0;104.0;76.93412017822266;76.93412017822266
501;73.0;100.0;76.93412017822266;76.93412017822266
502;74.0;90.0;76.93412017822266;76.93412017822266
503;86.0;103.0;76.93412017822266;76.93412017822266
504;98.0;119.0;76.93412017822266;76.93412017822266
505;80.0;100.0;76.93412017822266;76.93412017822266
506;75.0;99.0;76.93412017822266;76.93412017822266
507;66.0;101.0;76.93412017822266;76.93412017822266
508;67.0;93.0;76.93412017822266;76.93412017822266
509;65.0;96.0;76.93412017822266;76.93412017822266
510;62.0;85.0;76.93412017822266;76.93412017822266
511;75.0;84.0;76.93412017822266;76.93412017822266
512;77.0;92.0;76.93412017822266;76.93412017822266
513;62.0;85.0;76.93412017822266;76.93412017822266
514;71.0;91.0;76.93412017822266;76.93412017822266
515;77.0;94.0;76.93412017822266;76.93412017822266
516;78.0;115.0;76.93412017822266;76.93412017822266
517;76.0;76.0;76.93412017822266;76.93412017822266
518;67.0;87.0;76.93412017822266;76.93412017822266
519;66.0;100.0;76.93412017822266;76.93412017822266
520;74.0;99.0;76.93412017822266;76.93412017822266
521;81.0;81.0;76.93412017822266;76.93412017822266
522;78.0;87.0;76.93412017822266;76.93412017822266
523;85.0;93.0;76.93412017822266;76.93412017822266
524;89.0;89.0;76.93412017822266;76.93412017822266
525;73.0;105.0;76.93412017822266;76.93412017822266
526;80.0;100.0;76.93412017822266;76.93412017822266
527;75.0;99.0;76.93412017822266;76.93412017822266
528;73.0;102.0;76.93412017822266;76.93412017822266
529;56.0;86.0;76.93412017822266;76.93412017822266
530;63.0;92.0;76.93412017822266;76.93412017822266
531;67.0;74.0;76.93412017822266;76.93412017822266
532;89.0;92.0;76.93412017822266;76.93412017822266
533;72.0;97.0;76.93412017822266;76.93412017822266
534;70.0;122.0;76.93412017822266;76.93412017822266
535;80.0;90.0;76.93412017822266;76.93412017822266
